pair_id,fold,dice_a,dice_b,dice_mean,iou_mean,dice_pmax,hd95_a,hd95_b,hd95_mean,dice_oracle,dice_copy
A19_H1__t2_t3,2,0.1766630316248637,0.3738019169329074,0.3324538258575198,0.19936708860759494,0.3711340206185567,24.62422670986668,20.180342017716423,21.93854805965296,0.3738019169329074,0.2078298695021749
A19_H2__t1_t2,2,0.7857493054420657,0.6471950133570793,0.6936334857544847,0.5309639203015617,0.7840218712029161,12.194775501731346,26.1725046566048,20.518284528683193,0.7857493054420657,0.5082599118942731
A19_H2__t2_t3,2,0.7886334610472542,0.7188666440447913,0.7311517212069698,0.5762325830653805,0.8420423114300666,23.702176165770396,36.28490413871158,32.292410407005576,0.7886334610472542,0.5557106953364982
A19_H3__t1_t2,2,0.9561157796451915,0.9393939393939394,0.946798493408663,0.8989718372820742,0.9507286606523248,2.0,3.0,2.23606797749979,0.9561157796451915,0.5302985515814366
A19_H3__t2_t3,2,0.3438685208596713,0.5643564356435643,0.5420944558521561,0.37183098591549296,0.33957553058676654,49.623106012293746,50.71142096162551,50.07174264961133,0.5643564356435643,0.1268722466960352
A19_H7__t1_t2,2,0.8258706467661692,0.7799043062200957,0.8232323232323232,0.6995708154506438,0.7727272727272727,7.300974619674775,28.205446892526137,2.8284271247461903,0.8258706467661692,0.3506493506493506
A19_H7__t2_t3,2,0.8837209302325582,0.8253968253968254,0.8458498023715415,0.7328767123287672,0.8702290076335878,2.0,2.888477631085023,2.503444185374859,0.8837209302325582,0.3157894736842105
A1_H2__t1_t2,2,0.8010752688172043,0.82710027100271,0.8212927756653993,0.6967741935483871,0.7816326530612245,7.0710678118654755,5.0,5.830951894845301,0.82710027100271,0.7114914425427873
A1_H2__t2_t3,2,0.396327467482785,0.8766666666666667,0.7938931297709924,0.6582278481012658,0.4002998500749625,47.13648942392557,2.0,21.0,0.8766666666666667,0.2417374881964117
A22_H2__t1_t2,2,0.8996918863402944,0.839622641509434,0.8734578780401833,0.7753441802252816,0.8957555178268252,5.0990195135927845,8.0,6.324555320336759,0.8996918863402944,0.7080359913124418
A22_H2__t2_t3,2,0.9096161782913743,0.8801431127012522,0.8998699609882965,0.817966903073286,0.9107215654300856,3.605551275463989,7.4796377298591965,5.1733241632105225,0.9096161782913743,0.5749077490774908
A23_H1__t1_t2,2,0.8866328257191202,0.8940754039497307,0.903448275862069,0.8238993710691824,0.8892561983471075,2.0,1.4142135623730951,1.372792206135788,0.8940754039497307,0.4956822107081174
A23_H10__t1_t2,2,0.7000439174352218,0.6159960258320915,0.6692124105011933,0.5028694404591105,0.6867729426971133,37.79487203680415,37.27184329959461,37.27184329959461,0.7000439174352218,0.5573411249086925
A23_H10__t2_t3,2,0.8046783625730994,0.7810407006697578,0.7922705314009661,0.656,0.7813141683778234,10.080217888754401,7.217397266056003,7.923154621172775,0.8046783625730994,0.7875
A24_H7__t1_t2,2,0.6892655367231638,0.8333333333333334,0.78099173553719,0.6406779661016949,0.6365159128978225,95.53215373491352,2.0,92.39586449153417,0.8333333333333334,0.0
A24_H7__t2_t3,2,0.9197396963123644,0.9058823529411765,0.9227642276422764,0.8566037735849057,0.9058823529411765,1.4142135623730951,1.8828427124746174,1.3520815280171286,0.9197396963123644,0.5471698113207547
A2_H5__t1_t2,2,0.9311242603550296,0.9005337214944202,0.925552353506244,0.8614215467143496,0.9315257352941176,2.4730116363983363,5.0,3.0,0.9311242603550296,0.8962655601659751
A2_H5__t2_t3,2,0.8709167544783983,0.8507972665148064,0.8716401535929786,0.772484200291687,0.8806201550387597,5.285013954394896,6.340269103755976,5.830951894845301,0.8709167544783983,0.7985
A2_H7__t1_t2,2,0.9032441661923734,0.8827866768370201,0.9148993288590604,0.8431469569520039,0.8828600405679513,6.791093483101483,9.115670137719247,5.0990195135927845,0.9032441661923734,0.3863289594140983
A2_H7__t2_t3,2,0.880292733925771,0.870177267987487,0.8724797067295104,0.7738039944263818,0.8795273567942461,5.385164807134504,6.956230589874895,7.0,0.880292733925771,0.7711887354454373
A2_H9__t1_t2,2,0.9566500645637336,0.9421300659754949,0.9573672400897532,0.9182209469153515,0.951530612244898,2.23606797749979,2.8627416997969504,2.0,0.9566500645637336,0.3219069239500567
A2_H9__t2_t3,2,0.9551098376313276,0.9209905660377359,0.9481279251170047,0.9013718946978124,0.9509602834234571,2.0,5.0,2.8970562748477104,0.9551098376313276,0.6505569190107608
A4_H1__t1_t2,2,0.9096651926721415,0.82560706401766,0.9092150170648464,0.8335419274092616,0.9029430181590482,2.354539806949063,5.656854249492381,2.8284271247461903,0.9096651926721415,0.7892215568862275
A4_H1__t2_t3,2,0.8472906403940886,0.6682134570765661,0.8678500986193294,0.7665505226480837,0.8381877022653722,3.0,6.312465680834829,2.354539806949063,0.8472906403940886,0.5298281092012134
A5_H10__t1_t2,2,0.5458627325208467,0.498134328358209,0.5129612686794754,0.344954881050041,0.5280045032367013,26.53291779019109,26.42624300683087,26.412116802302755,0.5458627325208467,0.0
A5_H10__t2_t3,2,0.041884816753926704,0.04507042253521127,0.04395604395604396,0.02247191011235955,0.041884816753926704,50.74008893369385,41.4026876722527,48.445620435005296,0.04507042253521127,0.0
A5_H9__t1_t2,2,0.8536585365853658,0.7932960893854749,0.8255813953488372,0.7029702970297029,0.7845303867403315,1.0,2.0,1.4142135623730951,0.8536585365853658,0.0
A5_H9__t2_t3,2,0.0,0.0,0.0,0.0,0.0,69.39812404740216,94.75140746237795,81.62105295482844,0.0,0.0
A9_H1__t1_t2,2,0.7178683385579937,0.8537117903930131,0.8812572759022119,0.7877211238293444,0.7306273062730627,50.07191380674,2.23606797749979,2.0,0.8537117903930131,0.4604081632653061
A9_H1__t2_t3,2,0.8286852589641435,0.8289771557933732,0.8299065420560747,0.7092651757188498,0.8328912466843501,16.980995063957394,17.168061123571405,16.980995063957394,0.8289771557933732,0.1115089514066496
A11_H4__t1_t2,3,0.906959706959707,0.9338403041825095,0.9292168674698795,0.8677918424753868,0.9097525473071325,178.34853060579724,1.0414213562373071,1.4142135623730951,0.9338403041825095,0.3104477611940298
A12_H8__t1_t2,3,0.9415292353823088,0.9406593406593406,0.9459659511472983,0.8974719101123596,0.9338181818181818,1.3520815280171286,1.4142135623730951,1.4142135623730951,0.9415292353823088,0.4618760285244103
A14_H4__t1_t2,3,0.7941299790356394,0.8478935698447894,0.8317432784041631,0.7119524870081663,0.7831277357739753,15.20839159055503,8.694908145580152,12.649110640673518,0.8478935698447894,0.2059202059202059
A14_H4__t2_t3,3,0.7680660701995871,0.7968701095461659,0.7777040477770405,0.6362649294245385,0.7924176507147297,12.649110640673518,8.602325267042627,10.931098884280699,0.7968701095461659,0.3961430293290478
A14_H6__t1_t2,3,0.4724245577523413,0.7048611111111112,0.4918032786885246,0.32608695652173914,0.7104013810962452,38.69744342427487,10.0,19.843115725381047,0.7048611111111112,0.0725764644893727
A14_H6__t2_t3,3,0.7549980399843199,0.9037682964808471,0.9083197389885808,0.8320382546323969,0.901207804273769,4.430018656651449,4.0,2.23606797749979,0.9037682964808471,0.694129763130793
A18_H5__t1_t2,3,0.9538319482917821,0.9418181818181818,0.9519010535959689,0.9082167832167832,0.9421860885275519,2.0,2.0,1.912132034355961,0.9538319482917821,0.7269035532994924
A18_H5__t2_t3,3,0.8131346432810234,0.8940774487471527,0.8609198567887634,0.7558027079303675,0.8079419625811378,78.59543688055047,57.57894820671542,71.75124554214416,0.8940774487471527,0.1154630762953896
A18_H7__t1_t2,3,0.9226993865030675,0.9010238907849829,0.9207100591715977,0.8530701754385965,0.9049773755656109,2.0,4.0,2.0,0.9226993865030675,0.6666666666666666
A18_H7__t2_t3,3,0.6495726495726496,0.5167785234899329,0.5509433962264151,0.3802083333333333,0.56957928802589,3.4282418293457426,8.462403183519898,8.516803558051647,0.6495726495726496,0.0
A19_H4__t1_t2,3,0.5610628513030148,0.29108635097493035,0.5470183486238532,0.3764798737174428,0.5935422602089269,17.572435815903187,41.397090557217396,18.973592452822636,0.5610628513030148,0.3679611650485437
A19_H4__t2_t3,3,0.37408670238675107,0.5913209346685742,0.49097815764482433,0.32536186280679674,0.5352591333899746,38.73181318625045,21.07686038434913,21.470451402913813,0.5913209346685742,0.2923822104799647
A19_H5__t1_t2,3,0.6657468092445671,0.7186684073107049,0.7206851119894598,0.5633367662203913,0.7923613216126099,11.74596311949069,16.093356981642454,13.523528575352708,0.7186684073107049,0.6185365853658537
A19_H5__t2_t3,3,0.544145509662751,0.8042813455657493,0.6273089460340456,0.45699208443271766,0.8016903108964685,55.1350180624776,8.380217873572311,15.014983370267808,0.8042813455657493,0.5758564437194127
A1_H1__t1_t2,3,0.9032258064516129,0.8453865336658354,0.8839050131926122,0.7919621749408984,0.8468244084682441,1.4142135623730951,2.0,2.0,0.9032258064516129,0.3825301204819277
A1_H5__t1_t2,3,0.8471830985915493,0.8982074263764405,0.8890378813275226,0.8002414001207001,0.9006033661479835,9.0,5.227784895686555,6.0,0.8982074263764405,0.3736067766384306
A1_H5__t2_t3,3,0.7894413750767342,0.7665567875337129,0.7812971342383107,0.6410891089108911,0.790834312573443,29.60363543266439,28.43671560971357,28.84027971686006,0.7894413750767342,0.693012600229095
A21_H10__t1_t2,3,0.9191526156506701,0.8879770209273697,0.9040636782572267,0.8249235474006116,0.8824006488240065,2.9399494936611625,5.213477631009465,4.3918126112414715,0.9191526156506701,0.7023728813559322
A21_H10__t2_t3,3,0.9323116219667944,0.9156223893065998,0.9265202702702703,0.8630999213217939,0.9162520729684909,2.0,2.23606797749979,2.23606797749979,0.9323116219667944,0.5817371937639199
A22_H5__t1_t2,3,0.881851400730816,0.8977802137571937,0.9120409906063194,0.8383045525902669,0.9001091703056768,2.961803398874981,4.0,3.0,0.8977802137571937,0.8198795180722892
A22_H5__t2_t3,3,0.8271604938271605,0.8312424119789559,0.8293279022403258,0.708420320111343,0.8401574803149606,8.098484500494123,8.06225774829855,8.246211251235321,0.8312424119789559,0.672566371681416
A23_H6__t1_t2,3,0.9287586738627602,0.9153523809523809,0.9275629220380601,0.8649112764739554,0.9240849525530953,10.63014581273465,12.36931687685298,11.180339887498949,0.9287586738627602,0.6700381233953163
A23_H9__t1_t2,3,0.8942760942760942,0.8661633493479753,0.884641638225256,0.7931456548347613,0.9074195666447801,3.0,3.4282418293457426,2.8284271247461903,0.8942760942760942,0.4136159280667951
A23_H9__t2_t3,3,0.8571428571428571,0.8796269309239289,0.8747044917257684,0.7773109243697479,0.9003690036900369,6.1673900068117,2.59148346584761,5.0,0.8796269309239289,0.0
A24_H10__t1_t2,3,0.6435643564356436,0.63121387283237,0.6086626139817629,0.4374658656471873,0.5854166666666667,20.59854063580829,23.11864660519182,22.02271554554524,0.6435643564356436,0.3398443703350802
A24_H5__t1_t2,3,0.8988326848249028,0.24329159212880144,0.8486238532110092,0.7370517928286853,0.8988326848249028,44.41451078119729,17.707255349164527,3.0,0.8988326848249028,0.3555555555555555
A24_H5__t2_t3,3,0.16686531585220502,0.5634236453201971,0.33189344852411806,0.19896417781614156,0.5634236453201971,44.0624480064833,35.0071414000116,39.23490173679861,0.5634236453201971,0.3485447358965146
